movielens_id,tmdb_id,title,genres,overview,runtime,release_date,tagline,vote_count,vote_average,poster_path,backdrop_path,cast,director,keywords,score,movie_id
90474,71157,Polisse,"['Drama', 'Crime']","Paris, France. Fred and his colleagues, members of the BPM, the Police Child Protection Unit, dedicated to pursuing all sorts of offenses committed against the weakest, must endure the scrutiny of Melissa, a photographer commissioned to graphically document the daily routine of the team.",123,2011-10-06,,1302,7.763,/cKs3XSFVbFeZcH3g9geAvr6ApOl.jpg,/1nR9mCsJD02j13wet0yAnVhEG6Y.jpg,"['Frédéric Pierrot', 'JoeyStarr', 'Nicolas Duvauchelle']",Maïwenn,"['husband wife relationship', 'paris, france', 'family relationships', 'co-workers relationship', 'extramarital affair', 'photojournalism', 'woman director', 'abused child']",7.267629523069408,1813
90531,76025,Shame,['Drama'],"Brandon, a thirty-something man living in New York, eludes intimacy with women but feeds his deepest desires with a compulsive addiction to sex. When his younger sister temporarily moves into his apartment, stirring up bitter memories of their shared painful past, Brandon's life, like his fragile mind, gets out of control.",102,2011-10-02,,3379,6.924,/cAWLz9kFv4xc6IsEXTj2DrcqD55.jpg,/AOSzhQfsXIqHPl9JgQvGkBPhYm.jpg,"['Michael Fassbender', 'Carey Mulligan', 'James Badge Dale']",Steve McQueen,"['new york city', 'pornography', 'sex addiction', 'co-workers relationship', 'internet porn', 'self-loathing', 'brother sister relationship']",7.0984258881573155,1814
90528,53487,This Must Be the Place,['Drama'],"A bored, retired rock star living in Ireland sets out to find his dead father's tormentor, an ex-Nazi war criminal who is a refugee in the U.S.",118,2011-08-24,A former rockstar is hunting down a Nazi criminal. This could be his greatest hit.,1299,7.0,/7WSD4SAMGVP6BHSOzDGL9Acunxd.jpg,/hq4MeMZeWWOvsLyOp9kCG687Ds3.jpg,"['Sean Penn', 'Olwen Fouéré', 'Eve Hewson']",Paolo Sorrentino,"[""rock 'n' roll"", 'michigan', 'parent child relationship', 'rock star', 'new mexico', 'surrealism', 'dublin, ireland', 'holocaust (shoah) survivor', 'relationship', 'revenge motive', 'ex-nazi', 'teen suicide', 'jewish family', 'concentration camp survivor', 'jewish community', 'former musician']",7.15212899230635,1815
90576,63492,What's Your Number?,"['Comedy', 'Romance']","Ally Darling is realizing she's a little lost in life. Her latest romance has just fizzled out, and she's just been fired from her marketing job. Then she reads an eye-opening magazine article that warns that 96 percent of women who've been with 20 or more lovers are unlikely to find a husband. Determined to turn her life around and prove the article wrong, Ally embarks on a mission to find the perfect mate from among her numerous ex-boyfriends.",106,2011-09-30,Ally's looking for the best ex of her life.,2429,6.463,/eqn3UeXMY9W1Ow3jIZ6COqbjUWX.jpg,/dN4L6qx63sly7SJki2YBXjGcnEy.jpg,"['Anna Faris', 'Chris Evans', 'Ari Graynor']",Mark Mylod,"['based on novel or book', 'romcom', 'basketball', 'womanizer', 'magazine', 'skinny dipping', 'apartment building', 'stage performance', 'dating woes', 'fired', 'past relationship', 'survey', 'dating history', 'appreciative', 'comforting']",7.0003124991289685,1816
90620,32909,Mulan: Rise of a Warrior,"['Adventure', 'Drama', 'Action']","When barbarian hordes threaten her homeland, the brave and cunning Mulan disguises herself as a male soldier to swell the ranks in her aging father's stead. The warrior's remarkable courage drives her through powerful battle scenes and brutal wartime strategy. Mulan loses dear friends to the enemy's blade as she rises to become one of her country's most valuable leaders — but can she win the war before her secret is exposed?",115,2009-11-26,Warrior. Princess. Legend.,445,7.5,/16xLpJ7zJI2R8rAMSHCTFtV2VFw.jpg,/rBhSUf8CHwZ442maEvF0tF4CoMd.jpg,"['Vicky Zhao', 'Chen Kun', 'Hu Jun']",Jingle Ma Choh-Sing,"['army', 'china', 'chinese woman', 'chinese province', 'based on myths, legends or folklore', 'great patriotic war', 'women empowerment', 'war', 'depressing']",7.197660465986227,1817
90600,70670,Headhunters,"['Thriller', 'Crime', 'Action']",An accomplished headhunter risks everything to obtain a valuable painting owned by a former mercenary.,100,2011-08-26,The hunt is on.,1350,7.239,/k5DQqsb9T8djkTAOdwNCBBBHrtK.jpg,/cuodmX7wuVDciUH8LdSFEqoTzIy.jpg,"['Aksel Hennie', 'Synnøve Macody Lund', 'Nikolaj Coster-Waldau']",Morten Tyldum,"['based on novel or book', 'chase', 'mercenary', 'dark comedy', 'morgue', 'norway', 'heist', 'on the run', 'death of lover', 'art thief', 'cat and mouse', 'art gallery', 'presumed dead', 'cat burglar', 'police investigation', 'troubled marriage', 'tracking device', 'nordic noir', 'oslo, norway', 'forgery', 'poisoning', 'art heist', 'loving', 'tracking', 'approving']",7.188553258236457,1818
90624,45610,Machine Gun Preacher,"['Action', 'Thriller', 'Crime']","The true story of Sam Childers, a former drug-dealing biker who finds God and became a crusader for hundreds of Sudanese children who've been kidnapped and pressed into duty as soldiers.",129,2011-09-23,Hope is the greatest weapon of all,1122,6.733,/534yDalJ8rybnSn8VZ9XPWU3egc.jpg,/eUqdBXJsYV71kt6tocosbUoICiP.jpg,"['Gerard Butler', 'Michelle Monaghan', 'Kathy Baker']",Marc Forster,"['africa', 'redemption', 'sudan', 'based on true story', 'biker', 'belief in god', 'duringcreditsstinger', 'child soldier', 'conversion to christianity', 'white savior', 'children in danger', 'based on real person']",7.1197369370424495,1819
90746,17578,The Adventures of Tintin,"['Adventure', 'Animation', 'Mystery']","Intrepid young reporter, Tintin, and his loyal dog, Snowy, are thrust into a world of high adventure when they discover a ship carrying an explosive secret. As Tintin is drawn into a centuries-old mystery, Ivan Ivanovitch Sakharine suspects him of stealing a priceless treasure. Tintin and Snowy, with the help of salty, cantankerous Captain Haddock and bumbling detectives, Thompson and Thomson, travel half the world, one step ahead of their enemies, as Tintin endeavors to find the Unicorn, a sunken ship that may hold a vast fortune, but also an ancient curse.",107,2011-10-24,Discover how far adventure will take you.,5759,6.919,/fQZ3sLR1Fi63NMsNRbjm9q5qODJ.jpg,/6mqgl2szMLRYj4lhlXOjju5Tpeo.jpg,"['Jamie Bell', 'Andy Serkis', 'Daniel Craig']",Steven Spielberg,"['treasure', 'riddle', 'morocco', 'belgium', 'treasure hunt', 'liquor', 'based on comic', 'sunken treasure', 'reporter', 'belgian', '1950s', 'excited']",7.0644190539968275,1820
90809,65229,Tomboy,['Drama'],"Ten-year-old Laure isn't like most girls. She prefers football to dolls and sweaters to dresses. When Laure and her family move to a new neighbourhood, local girl Lisa mistakes Laure for a boy. Indulging in this exciting new identity, Laure becomes Mickaël, and so begins a summer of long sunny afternoons, playground games and first kisses. Yet with the school term fast approaching, and with suspicions arising amongst friends and family, Laure must face up to an uncertain future.",82,2011-04-20,There's a new kid in town.,745,7.294,/plEV1Q5u5caYASlG3pq3ON7acN7.jpg,/vP4LyCUQIuuLRGhfr0Xt88BNHE6.jpg,"['Zoé Héran', 'Malonn Lévana', 'Jeanne Disson']",Céline Sciamma,"['sexual identity', 'coming of age', 'gender roles', 'first crush', 'sexual confusion', 'lgbt', 'expectant mother', 'gender dysphoria', 'puppy love', 'glbt issues', 'woman director', 'gay theme']",7.189853580525118,1821
90866,44826,Hugo,"['Adventure', 'Drama', 'Family']","Orphaned and alone except for an uncle, Hugo Cabret lives in the walls of a train station in 1930s Paris. Hugo's job is to oil and maintain the station's clocks, but to him, his more important task is to protect a broken automaton and notebook left to him by his late father. Accompanied by the goddaughter of an embittered toy merchant, Hugo embarks on a quest to solve the mystery of the automaton and find a place he can call home.",126,2011-11-22,One of the most legendary directors of our time takes you on an extraordinary adventure.,7614,7.2,/1dxRq3o3l3bVWNRvvSb7rRf68qp.jpg,/Aj81Gu3u1a64qXFOLDuF5gdxyy0.jpg,"['Asa Butterfield', 'Ben Kingsley', 'Chloë Grace Moretz']",Martin Scorsese,"['paris, france', 'based on novel or book', 'library', 'clock tower', 'key', 'clock', 'museum', 'montparnasse', 'steampunk', 'orphan', 'robot', 'filmmaking', 'security guard', 'leg brace', 'doberman', 'runaway train', 'railway station', 'guard dog', 'toy maker', 'mechanical toys', 'toymaker', 'lyrical', 'ticking clock', 'based on young adult novel', 'clockwork', 'train station', 'toy', 'stationmaster', 'clockmaker', 'mechanical dolls']",7.189831161691853,1822
90914,62630,The Devil's Double,"['Drama', 'Action', 'Thriller', 'Crime', 'War']",A chilling vision of the House of Saddam Hussein comes to life through the eyes of the man who was forced to become the double of Hussein's sadistic son.,109,2011-02-11,"The 80's were brilliant, if you were in charge.",598,6.693,/sDnnV0QbfvXthf8K4cYod4HVlug.jpg,/uFygi71bQrFdF3SDb6c51WLpKE8.jpg,"['Dominic Cooper', 'Ludivine Sagnier', 'Raad Rawi']",Lee Tamahori,"['palace', 'impostor', 'pervertion']",7.142380784834856,1823
90943,77365,Into the Abyss,"['Documentary', 'Crime']","We do not know when and how we will die. Death Row inmates do. Werner Herzog embarks on a dialogue with Death Row inmates, asks questions about life and death and looks deep into these individuals, their stories, their crimes.",105,2011-11-11,A gaze into the abyss of the human soul.,277,6.9,/omYLK5w7N5YeWi4gFcNTylgvL8j.jpg,/fFt23F1shcYqwD7QgvdapZNrTvy.jpg,"['Werner Herzog', 'Jason Burkett', 'Richard Lopez']",Werner Herzog,"['death penalty', 'texas', 'death row', 'capital punishment', 'death row inmate']",7.169003548920379,1824
90947,75233,"Oslo, August 31st",['Drama'],"A recovering drug addict is granted a day’s leave from rehab and returns to Oslo, where he reconnects with friends, faces the weight of his past, and struggles with uncertainty about his future. Over the course of one day, he drifts through encounters that reflect his longing for connection and his deep sense of alienation.",90,2011-08-31,"Live today, one minute at a time.",511,7.5,/3IJZ252ecJICOShQgymHk7AOVIs.jpg,/9JPzNkDAzrnqINyaYMKfgL4FZPT.jpg,"['Anders Danielsen Lie', 'Malin Crépin', 'Hans Olav Brenner']",Joachim Trier,"['depression', 'based on novel or book', 'job interview', 'loneliness', 'recovering addict', 'old friends', 'suicide thoughts', 'oslo, norway', 'sad']",7.200216724456515,1825
91014,55292,Shaolin,"['Action', 'Drama']","China is plunged into strife as feuding warlords try to expand their power by warring over neighboring lands. Fuelled by his success on the battlefield, young and arrogant Hao Jie sneers at Shaolin's masters when he beats one of them in a duel. But the pride comes before a fall. When his own family is wiped out by a rival warlord, Hao is forced to take refuge with the monks. As the civil unrest spreads and the people suffer, Hao and the Shaolin masters are forced to take a fiery stand against the evil warlords. They launch a daring plan or rescue and escape.",131,2011-01-20,"In a land torn by strife, the righteous monks of Shaolin stand as a beacon of hope for the oppressed masses.",407,6.876,/stvd0u2Pmy2VjdZHbFIEvCwDzRV.jpg,/lewuyD46yg3pjZpxqMLwfudIwWz.jpg,"['Andy Lau', 'Nicholas Tse Ting-Fung', 'Fan Bingbing']",Benny Chan Muk-Sing,"['martial arts', 'kung fu', 'china', 'monk', 'warlord', 'parkour', 'mixed martial arts (mma)', 'tai chi', 'duel', 'martial arts master', 'shaolin master', 'shaolin kung fu', 'martial artist', 'shaolin monk', 'fictional war', 'wu shu']",7.16319494329858,1826
91077,65057,The Descendants,"['Comedy', 'Drama']","With his wife Elizabeth on life support after a boating accident, Hawaiian land baron Matt King takes his daughters on a trip from Oahu to Kauai to confront a young real estate broker, who was having an affair with Elizabeth before her misfortune.",115,2011-09-09,The South Pacific ain't that terrific.,3038,6.836,/8cDq5UlOPYeKm39okALCEOsZPxk.jpg,/26hxGHkIQEOhoofDzlmtYgcTHEI.jpg,"['George Clooney', 'Shailene Woodley', 'Amara Miller']",Alexander Payne,"['daughter', 'infidelity', 'hawaii', 'father-in-law', 'beach house', 'boating accident', 'estate', 'dying mother', 'teenage daughter', 'trustee', 'trust fund', 'wild girl', 'wild child', 'realtor', 'thoughtful']",7.078309488225219,1827
91094,64328,The Muppets,"['Family', 'Comedy']","When Kermit the Frog and the Muppets learn that their beloved theater is slated for demolition, a sympathetic human, Gary, and his puppet brother, Walter, swoop in to help the gang put on a show and raise the $10 million they need to save the day.",103,2011-11-23,Get ready for Muppet domination.,1669,6.671,/mOB0Hdm23NslPNDkZC9eueatW3b.jpg,/ysHWeVWSQZCIEBSEVf1nPddRn58.jpg,"['Jason Segel', 'Amy Adams', 'Chris Cooper']",James Bobin,"['musical', 'based on toy', 'puppetry', 'hollywood', 'los angeles, california', 'oil tycoon', 'studio tour', 'duringcreditsstinger', 'puppets', 'based on tv series', 'comedy']",7.084594189353086,1828
91126,57212,War Horse,"['War', 'History', 'Adventure']","On the brink of the First World War, Albert's beloved horse Joey is sold to the Cavalry by his father. Against the backdrop of the Great War, Joey begins an odyssey full of danger, joy, and sorrow, and he transforms everyone he meets along the way. Meanwhile, Albert, unable to forget his equine friend, searches the battlefields of France to find Joey and bring him home.",146,2011-12-25,Separated by war. Tested by battle. Bound by friendship.,3644,7.302,/3aRHhvvngFPJFy5uAjo7GVr3PhL.jpg,/tcx15vswrQJCGET5lGxESQ4J5LG.jpg,"['Jeremy Irvine', 'Peter Mullan', 'Emily Watson']",Steven Spielberg,"['world war i', 'horse', 'farm life', 'execution', 'trapped', 'alcoholic', 'cavalry', 'plowing', 'artillery', 'depressing']",7.220118636156539,1829
91134,75900,My Week with Marilyn,"['Drama', 'Romance']","London, 1956. Genius actor and film director Laurence Olivier is about to begin the shooting of his upcoming movie, premiered in 1957 as The Prince and the Showgirl, starring Marilyn Monroe. Young Colin Clark, who dreams on having a career in movie business, manages to get a job on the set as third assistant director.",99,2011-11-23,She's worth all the trouble.,1351,6.677,/5naqXRY1Zug5cyJJbO9H4DOg28q.jpg,/hcd6fUy5Tzt7rg6DZkgBX9xBusm.jpg,"['Michelle Williams', 'Kenneth Branagh', 'Eddie Redmayne']",Simon Curtis,"['husband wife relationship', 'countryside', 'based on novel or book', 'cinema on cinema', 'movie business', 'platonic love', 'biography', 'historical figure', 'filmmaking', 'older woman younger man relationship', 'movie star', '1950s']",7.10074354596639,1830
91199,79120,Weekend,"['Drama', 'Romance']","After a drunken house party with his straight mates, Russell heads out to a gay club. Just before closing time he picks up Glen but what's expected to be just a one-night stand becomes something else, something special.",96,2011-10-23,A (sort of) love story between two guys over a cold weekend in October.,562,7.25,/ksg3QX2iMLzEkvS6AwIGh5A9CXT.jpg,/ebPtSNrQ92Cgwje29WjvXKQbl9m.jpg,"['Tom Cullen', 'Chris New', 'Jonathan Race']",Andrew Haigh,"['gay club', 'one-night stand', 'nottingham', 'club', 'lgbt', 'autumn', 'gay theme', 'gay relationship', ""boys' love (bl)""]",7.184280685339375,1831
91266,15157,Another Cinderella Story,"['Music', 'Comedy', 'Romance', 'Family']","A guy who danced with what could be the girl of his dreams at a costume ball only has one hint at her identity: the Zune she left behind as she rushed home in order to make her curfew. And with a once-in-a-lifetime opportunity in front of him, he sets out to find his masked beauty.",92,2008-09-16,Dancing ever after...,2106,7.3,/bW957WNXiiUvIGFaUVL7wMeD776.jpg,/dHEgQQVNf02iJRSorVcTYJ3FWt1.jpg,"['Selena Gomez', 'Drew Seeley', 'Jane Lynch']",Damon Santostefano,"['high school', 'dance', 'dancer', 'fairy tale', 'masked ball', 'musical', 'celebrity', 'orphan', 'modern fairy tale', 'cinderella']",7.206274986201615,1832
91290,53457,Sarah's Key,"['Drama', 'War']","On the night of 16 July 1942, ten year old Sarah and her parents are being arrested and transported to the Velodrome d'Hiver in Paris where thousands of other jews are being sent to get deported. Sarah however managed to lock her little brother in a closet just before the police entered their apartment. Sixty years later, Julia Jarmond, an American journalist in Paris, gets the assignment to write an article about this raid, a black page in the history of France. She starts digging archives and through Sarah's file discovers a well kept secret about her own in-laws.",111,2010-09-16,Uncover the mystery.,715,7.278,/peGUaf6HrX7jSi1HifX64QJb7pm.jpg,/okAHapFqs7Gx9wI8avrMVXVRUzU.jpg,"['Kristin Scott Thomas', 'Mélusine Mayance', 'Niels Arestrup']",Gilles Paquet-Brenner,"[""survivor's guilt"", 'good people']",7.188035326997166,1833
91325,64685,Extremely Loud & Incredibly Close,['Drama'],"A year after his father's death, Oskar, a troubled young boy, discovers a mysterious key he believes was left for him by his father and embarks on a scavenger hunt to find the matching lock.",129,2011-12-25,"This is not a story about September 11th, it's a story about every day after.",2121,7.0,/6pszViNvKr1r31pP7gJNYDHEx5P.jpg,/hTc55dlCPMP4oqrUU66GjKjSblp.jpg,"['Tom Hanks', 'Sandra Bullock', 'Thomas Horn']",Stephen Daldry,"['new york city', 'based on novel or book', 'key', 'autism', 'death of father', 'scavenger hunt', 'young boy', 'tambourine', 'lock', '9/11', 'grieving', ""asperger's syndrome"", 'post 9/11', 'child protagonist']",7.138848543747411,1834
91335,28118,The Gruffalo,"['Animation', 'Family', 'TV Movie']","The magical tale of a mouse who sets foot on a woodland adventure in search of a nut. Encountering predators who all wish to eat him - Fox, Owl and Snake - the brave mouse creates a terrifying, imaginary monster to frighten them away. But what will the mouse do when he meets this frightful monster for real?",27,2009-12-25,,337,7.3,/154eUuLvPnI0mwVDGpMgUyniFEy.jpg,/tNtZdMP0OmxXvzA9lpZc9l5V2NC.jpg,"['Helena Bonham Carter', 'Rob Brydon', 'Robbie Coltrane']",Jakob Schuh,"[""based on children's book"", 'cartoon mouse', 'short film', 'cartoon fox', 'cartoon snake']",7.184551011226269,1835
91414,51052,Arthur Christmas,"['Drama', 'Animation', 'Family', 'Comedy']","For hundreds of years, the Claus family has delegated the title ""Santa"" to a chosen few of its members, which can be passed down upon retirement. Each Christmas, Santa and his vast army of highly trained elves produce gifts and distribute them around the world in a one-night high-tech operation. However, when one of 600 million children to receive a gift from Santa on Christmas Eve is missed, it is deemed ‘acceptable’ to all but one—Arthur Claus, the current Santa’s misfit son deemed ineligible for the title, who executes an unauthorised rookie mission to get the last present halfway around the globe before dawn on Christmas morning.",97,2011-11-10,Ever wonder how 2 Billion presents get delivered all in 1 night?,1620,6.769,/yF7SNheAGWavNnjbAronedwjC1N.jpg,/hwtYE4Gs0IsBnrJ0nTZItOXlz19.jpg,"['James McAvoy', 'Hugh Laurie', 'Bill Nighy']",Sarah Smith,"['sleigh', 'elves', 'holiday', 'assistant', 'santa claus', 'wish', 'reindeer', 'family', 'north pole', 'high tech', 'clumsiness', 'duringcreditsstinger', 'letter to santa claus', 'woman director', 'christmas', 'father son relationship', 'brother brother relationship', 'xmas']",7.104675412814213,1836
91485,76163,The Expendables 2,"['Action', 'Adventure', 'Thriller']","Mr. Church reunites the Expendables for what should be an easy paycheck, but when one of their men is murdered on the job, their quest for revenge puts them deep in enemy territory and up against an unexpected threat.",103,2012-08-08,Back for War.,7122,6.354,/74rTIGyGoIu5KSxDVMdr8H3MtMo.jpg,/ihKsZZYMbyHXC1L7s90WDLITdC5.jpg,"['Sylvester Stallone', 'Jason Statham', 'Jet Li']",Simon West,"['airplane', 'loss of loved one', 'mercenary', 'airplane crash', 'beard', 'airport lounge', 'asian woman']",6.771562919920095,1837
91500,70160,The Hunger Games,"['Science Fiction', 'Adventure', 'Action', 'Thriller']","In a dystopian society where the Capitol forces each district to send two young tributes to fight to the death in a televised spectacle, a girl volunteers to take her sister’s place, setting the stage for a struggle of survival and defiance.",142,2012-03-12,The world will be watching.,23152,7.222,/yXCbOiVDCxO71zI7cuwBRXdftq8.jpg,/3sndNmvdF0R8AeyCmVoNv8LKtNy.jpg,"['Jennifer Lawrence', 'Josh Hutcherson', 'Liam Hemsworth']",Gary Ross,"['based on novel or book', 'revolution', 'dystopia', 'monarchy', 'female protagonist', 'fashion', 'bow and arrow', 'game', 'hunting', 'archery', 'death match', 'futuristic city', 'survival competition', 'forced to kill', 'world hunger', 'based on young adult novel', 'futuristic architecture', 'battle royale', 'futuristic world']",7.211749420233127,1838
91529,49026,The Dark Knight Rises,"['Action', 'Crime', 'Drama', 'Thriller']","Following the death of District Attorney Harvey Dent, Batman assumes responsibility for Dent's crimes to protect the late attorney's reputation and is subsequently hunted by the Gotham City Police Department. Eight years later, Batman encounters the mysterious Selina Kyle and the villainous Bane, a new terrorist leader who overwhelms Gotham's finest. The Dark Knight resurfaces to protect a city that has branded him an enemy.",165,2012-07-17,The legend ends.,24177,7.793,/hr0L2aueqlP2BYUblTTjmtn0hw4.jpg,/y2DB71C4nyIdMrANijz8mzvQtk6.jpg,"['Christian Bale', 'Gary Oldman', 'Tom Hardy']",Christopher Nolan,"['airplane', 'fight', 'burglar', 'hostage', 'secret identity', 'crime fighter', 'superhero', 'villainess', 'time bomb', 'based on comic', 'cover-up', 'vigilante', 'tragic hero', 'mobile', 'terrorism', 'destruction', 'fighting', 'criminal underworld', 'cat burglar', 'flood']",7.650727875571698,1839
91537,1254,"Don't Worry, I'm Fine",['Drama'],"A 19-year-old searches for her twin brother after he runs away from home, following a fight with their father.",96,2006-09-06,,601,7.204,/yD6skMZZq0Rgn2NhI9dk4B2Dipu.jpg,/y0eyUFB8dBLKjbQFeAgFMiklQDq.jpg,"['Mélanie Laurent', 'Kad Merad', 'Isabelle Renauld']",Philippe Lioret,"['sibling relationship', 'france', 'love triangle', 'parent child relationship', 'loss of loved one', 'lie', ""leaving one's family"", 'normandy, france', 'postcard', 'anorexia', 'twins', 'family']",7.181104060584339,1840
91542,58574,Sherlock Holmes: A Game of Shadows,"['Adventure', 'Crime', 'Mystery', 'Action']","There is a new criminal mastermind at large (Professor Moriarty) and not only is he Holmes’ intellectual equal, but his capacity for evil and lack of conscience may give him an advantage over the detective.",129,2011-11-22,The game is afoot.,10873,7.144,/y1MYZkwhZK6L0Jy4YMuPktzDOfn.jpg,/lWNASscWXn32Asr9vkB1wq6cKvD.jpg,"['Robert Downey Jr.', 'Jude Law', 'Noomi Rapace']",Guy Ritchie,"['london, england', 'paris, france', 'detective', 'detective inspector', 'steampunk', 'buddy', 'criminal mastermind', '19th century', 'sherlock holmes']",7.158141124981698,1841
91548,66150,Life in a Day,"['Documentary', 'Drama']","A documentary shot by filmmakers all over the world that serves as a time capsule to show future generations what it was like to be alive on the 24th of July, 2010.",95,2011-01-27,The story of one day on Earth.,247,7.2,/g4Kze731McN2WkcN0OLwi1CMa8u.jpg,/bA3Zc9GXeLT4NBSfFOnheqghzoS.jpg,"['Cindy Baer', 'Moica', 'Caryn Waechter']",Kevin Macdonald,"[""family's daily life"", 'clip show', 'observational documentary', 'poetic documentary', 'human spirit', 'daily life']",7.179898406648016,1842
91653,74465,We Bought a Zoo,"['Drama', 'Comedy', 'Family']","Benjamin has lost his wife and, in a bid to start his life over, purchases a large house that has a zoo – welcome news for his daughter, but his son is not happy about it. The zoo is in need of renovation and Benjamin sets about the work with the head keeper and the rest of the staff, but, the zoo soon runs into financial trouble.",124,2011-11-26,A true zoo story.,2919,6.826,/dcOvIqdsojUdAtWt1nPT9xS76Su.jpg,/3epmRoQFyUpLATk1JKgnKKQp0kM.jpg,"['Matt Damon', 'Scarlett Johansson', 'Thomas Haden Church']",Cameron Crowe,"['countryside', 'rain', 'zoo', 'based on true story', 'love', 'based on memoir or autobiography', 'animals', 'hard work', 'blocked road', 'zoo animals']",7.078274715616648,1843
91630,56292,Mission: Impossible - Ghost Protocol,"['Action', 'Thriller', 'Adventure']","Ethan Hunt and his team are racing against time to track down a dangerous terrorist named Hendricks, who has gained access to Russian nuclear launch codes and is planning a strike on the United States. An attempt to stop him ends in an explosion causing severe destruction to the Kremlin and the IMF to be implicated in the bombing, forcing the President to disavow them. No longer being aided by the government, Ethan and his team chase Hendricks around the globe, although they might still be too late to stop a disaster.",133,2011-12-07,No plan. No backup. No choice.,10685,7.111,/eRZTGx7GsiKqPch96k27LK005ZL.jpg,/ih4lZkUpmSE7AP3maymiO72xJ1z.jpg,"['Tom Cruise', 'Paula Patton', 'Simon Pegg']",Brad Bird,"['mask', 'assassin', 'budapest, hungary', 'skyscraper', 'secret intelligence service', 'sandstorm', 'seattle, washington', 'satellite', 'fake identity', 'mumbai (bombay), india', 'car crash', 'sequel', 'prison escape', 'dubai', 'secret government organization', 'infiltration', 'billionaire', 'terrorism', 'disguise', 'bombing', 'nuclear threat', 'undercover operation', 'fictional government agency', 'moscow, russia', 'clandestine', 'analyst', 'government agency', 'nuclear submarine', 'based on tv series', 'suspenseful', 'amused']",7.1386781370949,1844
91681,52274,Julia's Eyes,"['Horror', 'Thriller']","Julia, a woman suffering from a degenerative sight disease, finds her blind sister Sara hung in a basement. Despite all signs pointing to suicide, Julia decides to investigate what she intuitively feels is a murder case.",118,2010-08-16,You can't hide in the dark.,845,6.657,/p9HqHVdW9oedgRMyZkBov8hDQiW.jpg,/18xaRN1i08zqDJWsVPpSYHLIvGL.jpg,"['Belén Rueda', 'Lluís Homar', 'Pablo Derqui']",Guillem Morales,"['suicide', 'twin sister', 'knife', 'blindfold', 'murder', 'blindness', 'degeneration', 'mystery killer', 'hitchcockian']",7.125007895821919,1845
91786,41066,Professor Layton and the Eternal Diva,"['Family', 'Animation', 'Mystery']","Archeologist and avid puzzle solver Professor Layton and his assistant Luke are caught up in an adventure when a masked figure steals an entire opera house and forces those in attendance to play a high-stakes game. The winner will receive eternal life, but it could mean death for the losers.",99,2009-12-01,,144,7.5,/5GKPKoh9fwm34HyDdqjPoDwwnEv.jpg,/aB80Rzlz0R9D1FzguFgwwnzZJqL.jpg,"['Yo Oizumi', 'Maki Horikita', 'Saki Aibu']",Masakazu Hashimoto,"['opera', 'steampunk', 'based on video game', 'anime']",7.185427238883736,1846
91823,50393,Kung Fu Panda Holiday,"['Animation', 'Family', 'TV Movie', 'Comedy', 'Fantasy']","The Winter Feast is Po's favorite holiday. Every year he and his father hang decorations, cook together, and serve noodle soup to the villagers. But this year Shifu informs Po that as Dragon Warrior, it is his duty to host the formal Winter Feast at the Jade Palace. Po is caught between his obligations as the Dragon Warrior and his family traditions: between Shifu and Mr. Ping.",21,2010-11-26,,371,6.997,/vJv3pI8pyS13rLjy0ok7a3BiE0a.jpg,/cMR6Mpo8N6JVKbEuxet6N0p1NMA.jpg,"['Jack Black', 'Dustin Hoffman', 'Angelina Jolie']",Tim Johnson,"['martial arts', 'kung fu', 'holiday', 'cooking', 'restaurant', 'anthropomorphism', 'animals', 'celebration', 'christmas', 'short film']",7.170399391187175,1847
91844,14163,Chak De! India,['Drama'],"A team of rag-tag girls with their own agenda form Team India competing for international fame in field hockey. Their coach, the ex-men's Indian National team captain, returns from a life of shame after being unjustly accused of match fixing in his last match. Can he give the girls the motivation required to win, while dealing with the shadows of his own past?",148,2007-08-09,,368,7.196,/mmFMgEsTRCAGAtwffGpuo3mJsxN.jpg,/dRl7PCVhBgosXuivxRg4fCz5G7D.jpg,"['Shah Rukh Khan', 'Vidya Malvade', 'Sagarika Ghatge']",Shimit Amin,"['sports', 'coach', 'field hockey']",7.180023720528245,1848
91886,62837,Dolphin Tale,"['Drama', 'Family']",A sea of animal rescuers — and a lonely boy in need of a friend – nurse an injured dolphin back to health after it loses its tail in a trap.,113,2011-09-22,Inspired by the amazing true story of Winter.,677,6.9,/af2SRFllNW26WFG84AfTv3xLT5t.jpg,/y0GUZoM63hT4HTKyUbQbsaP8yIT.jpg,"['Nathan Gamble', 'Cozi Zuehlsdorff', 'Harry Connick Jr.']",Charles Martin Smith,"['florida', 'dolphin', 'based on true story', 'trap', 'summer']",7.155506299818116,1849
91888,63498,Chico & Rita,"['Animation', 'Music', 'Romance']","Chico is a young piano player with big dreams. Rita is a beautiful singer with an extraordinary voice. Music and romantic desire unites them, but their journey - in the tradition of the Latin ballad, the bolero - brings heartache and torment.",93,2010-11-19,Do you know this guy?,250,7.1,/Kj9JAhMNSektw6RVYR1oJWGZWa.jpg,/nHH8swSbK1NehS8yry3qNUg9pUv.jpg,"['Mario Guerra', 'Limara Meneses', 'Eman Xor Oña']",Tono Errando,"['jazz', 'cuba', 'adult animation']",7.176592990521001,1850
