user_id,openness,conscientiousness,extraversion,agreeableness,neuroticism
93585,2.74,3.36,2.89,3.0,2.71
93590,1.77,3.27,2.69,2.08,3.02
93601,2.43,3.55,2.65,2.82,2.45
93646,2.9,2.77,2.51,2.64,3.1
93686,2.22,3.41,3.56,3.05,2.77
93699,3.53,2.75,3.0,3.06,3.16
93713,2.82,3.29,2.34,2.53,2.84
93738,3.34,2.6,1.89,2.12,3.37
93758,3.4,2.44,2.41,2.54,3.43
93775,3.73,1.93,1.72,1.87,3.84
93838,3.21,2.96,2.71,2.99,3.08
93859,3.26,2.42,3.08,2.84,3.56
93873,3.94,3.03,3.49,2.41,4.22
93891,2.89,2.85,2.7,2.69,3.17
93896,3.4,3.17,3.12,3.14,3.03
93914,5.0,1.08,1.0,1.47,4.6
93971,3.11,3.19,3.59,3.88,2.37
94012,3.9,3.04,2.93,3.46,2.73
94047,3.28,2.03,3.11,2.48,4.22
94051,3.02,2.56,3.12,2.81,3.47
94081,2.9,3.32,3.03,3.26,2.6
94100,3.33,3.05,2.7,3.2,2.79
94102,3.78,2.39,2.71,3.04,3.35
94105,3.43,3.3,3.25,3.66,2.46
94106,2.49,4.0,3.41,3.32,2.38
94140,2.19,4.53,4.41,4.32,1.69
94154,4.25,2.03,2.4,3.12,3.43
94176,3.38,2.45,2.67,2.56,3.51
94241,2.47,3.07,4.07,3.83,2.63
94271,2.81,2.9,3.01,3.02,2.98
94274,3.68,2.81,2.73,2.85,3.38
94294,3.81,2.47,2.49,2.94,3.34
94302,3.46,1.73,3.15,1.87,4.99
94304,3.52,3.33,2.91,3.7,2.33
94324,3.03,3.78,3.25,3.66,2.16
94352,1.46,3.79,2.59,2.09,2.62
94374,2.69,2.96,3.25,2.98,3.18
94400,3.72,2.34,2.66,3.06,3.19
94401,4.13,2.6,3.22,3.38,3.41
94428,2.17,3.09,2.96,2.58,2.96
94464,2.65,3.31,3.44,3.36,2.59
94513,3.53,2.42,2.44,2.58,3.42
94541,2.74,2.92,3.54,3.01,3.31
94547,3.52,1.55,2.04,1.52,4.62
94549,2.78,3.57,3.31,3.44,2.47
94557,2.72,3.15,2.57,2.71,2.83
94558,3.63,1.9,2.47,2.3,3.95
94565,4.09,2.6,3.2,3.12,3.6
94579,2.49,3.82,3.51,3.6,2.21
94604,2.8,3.19,3.34,3.43,2.68
94610,2.54,4.15,3.53,3.49,2.22
94611,3.15,3.2,3.28,3.47,2.65
94617,2.84,3.38,2.89,2.93,2.67
94642,3.91,3.3,3.5,3.88,2.78
94643,4.08,5.0,4.09,4.35,1.41
94718,3.12,2.66,2.64,2.65,3.26
94724,3.04,3.37,4.16,3.52,3.05
94735,2.72,3.3,3.09,3.24,2.55
94741,3.06,3.53,3.08,3.64,2.2
94755,3.39,1.71,2.42,2.18,4.13
94757,3.16,2.92,2.75,2.6,3.35
94758,3.24,3.19,4.09,3.97,2.75
94770,3.47,2.4,2.52,2.44,3.63
94778,3.06,2.85,2.89,2.91,3.06
94812,3.61,1.94,2.01,1.99,3.95
94828,2.77,3.33,2.88,3.19,2.47
94871,4.26,1.0,1.38,1.0,5.0
94880,2.69,3.08,2.79,2.62,3.08
94928,2.88,3.52,3.03,3.63,2.21
94981,3.17,2.47,2.97,2.67,3.48
94987,2.59,2.74,2.68,2.97,2.76
95001,3.44,2.44,2.36,2.49,3.48
95029,2.6,3.44,2.87,3.21,2.27
95039,3.57,2.48,2.43,2.79,3.16
95057,2.14,2.41,2.27,1.23,4.27
95058,3.22,2.74,2.63,2.16,3.85
95111,2.06,3.2,2.72,2.48,2.89
95129,2.94,2.9,3.05,3.1,3.02
95157,2.68,2.95,2.91,2.75,3.13
95169,3.19,2.73,2.12,2.43,3.15
95175,2.58,2.87,2.76,2.63,3.13
95194,4.49,1.0,1.0,1.0,5.0
95205,1.49,4.24,4.91,4.68,1.47
95222,2.07,3.56,3.02,2.94,2.46
95225,5.0,1.23,1.0,1.83,4.41
95228,3.91,2.19,2.64,3.05,3.38
95262,2.68,2.34,3.56,2.91,3.54
95288,3.23,2.34,2.59,1.89,4.29
95305,4.02,1.99,2.99,2.82,4.01
95347,3.62,2.14,2.39,2.34,3.8
95380,3.49,2.6,2.04,2.83,2.9
95396,3.43,2.16,2.23,2.23,3.7
95401,3.76,2.54,2.85,2.73,3.64
95417,3.51,2.36,2.15,1.96,3.97
95443,2.55,4.06,4.36,4.37,1.84
95530,3.39,3.05,3.12,3.72,2.48
95531,3.58,2.8,3.1,3.35,3.09
95561,2.89,3.38,4.01,3.87,2.65
95581,4.09,3.19,2.4,2.96,2.95
95597,3.79,2.13,2.18,2.18,3.81
95612,3.49,3.14,3.22,3.53,2.71
95671,3.15,3.79,2.96,3.73,2.01
95675,2.56,3.32,2.54,2.73,2.65
95685,1.0,4.64,3.27,2.97,1.7
95716,3.04,3.22,3.48,3.72,2.54
95722,3.0,2.68,3.68,3.52,2.98
95740,3.27,2.91,2.82,3.34,2.68
95772,2.8,2.52,3.32,2.73,3.59
95789,2.04,4.11,4.53,4.15,2.23
95794,2.99,3.25,3.11,3.3,2.64
95796,3.65,1.95,1.62,1.62,4.0
95806,5.0,1.95,1.0,2.15,3.66
95866,2.77,3.33,3.51,3.6,2.51
95909,3.71,2.67,2.23,2.25,3.54
95949,3.36,2.58,2.47,2.74,3.14
95954,3.31,3.27,2.59,3.02,2.72
95979,3.81,2.92,2.76,3.0,3.15
95988,3.81,2.67,2.64,3.01,3.18
96040,2.85,4.84,4.81,5.0,1.08
96046,2.46,3.81,2.29,2.85,2.11
96108,4.53,1.55,1.57,2.15,3.98
96113,2.79,2.87,3.12,2.57,3.45
96137,1.42,4.17,3.83,3.6,1.92
96163,3.32,3.14,3.14,3.13,3.08
96276,2.31,4.15,4.43,4.3,2.14
96299,2.8,2.65,2.46,2.46,3.25
96314,2.39,4.53,4.01,4.24,1.55
96331,2.42,3.28,3.21,2.99,2.84
96349,3.62,2.11,2.66,2.46,3.91
96382,1.74,4.01,3.83,3.38,2.16
96498,2.78,3.33,3.03,2.99,2.81
96507,3.29,2.38,2.68,2.48,3.66
96529,3.63,2.48,3.68,3.49,3.31
96549,2.93,3.39,3.33,3.23,2.91
96562,2.97,3.42,2.95,3.18,2.63
96569,3.86,2.32,1.84,2.25,3.53
96588,2.7,3.42,3.24,3.33,2.52
96629,2.81,2.04,1.92,1.69,3.77
96642,3.36,2.68,2.98,3.13,3.15
96688,3.37,2.69,2.63,2.83,3.2
96690,3.7,3.07,2.79,3.21,2.93
96707,3.85,2.32,2.3,2.27,3.83
96725,3.03,3.17,3.15,3.28,2.76
96731,3.3,3.59,3.73,4.33,2.11
96745,3.33,3.1,3.1,3.31,2.87
96758,2.5,3.48,3.2,3.32,2.49
96772,3.1,2.58,2.83,2.53,3.51
96778,3.17,2.35,2.86,2.66,3.56
96816,2.16,3.4,3.39,2.99,2.72
96825,2.09,3.63,3.36,3.21,2.48
96832,4.01,2.55,2.82,2.88,3.63
96898,4.28,2.98,3.54,4.01,2.82
96910,3.14,2.59,2.79,2.64,3.43
96914,3.19,2.63,2.61,2.4,3.53
96923,2.9,2.99,3.39,3.29,2.89
96931,2.32,3.42,4.66,4.01,2.71
96948,2.36,3.45,2.79,3.07,2.31
96959,1.77,3.91,4.2,3.79,2.47
96974,3.46,3.43,2.6,3.26,2.5
96975,3.15,3.67,3.05,3.66,2.18
97018,2.22,4.0,3.17,3.44,1.92
97035,2.82,3.25,2.37,2.19,3.16
97039,1.86,3.63,5.0,4.44,2.19
97049,3.24,2.91,2.22,2.38,3.2
97064,3.25,2.46,2.1,2.61,3.05
97133,3.11,2.83,2.77,2.76,3.22
97214,2.26,3.56,3.2,3.1,2.52
97217,3.14,3.58,3.5,3.39,2.8
97250,2.69,3.26,2.68,2.84,2.78
97265,3.65,2.45,3.54,3.39,3.5
97306,3.08,2.58,3.06,2.77,3.48
97317,2.01,4.07,3.19,3.05,2.17
97348,2.69,2.97,3.3,2.81,3.25
97371,2.63,3.88,3.06,3.51,2.1
97379,3.32,2.4,2.89,2.58,3.69
97395,3.29,1.52,1.51,1.13,4.62
97422,2.55,3.71,3.34,3.44,2.4
97452,2.47,3.25,2.92,2.98,2.65
97477,2.68,3.09,3.23,3.37,2.64
97504,2.89,3.0,3.1,3.02,3.06
97513,2.83,3.67,3.12,3.62,2.16
97537,2.93,2.3,2.73,2.09,4.01
97551,3.8,3.27,3.93,4.11,2.72
97600,3.91,1.54,2.12,2.02,4.32
97626,3.09,2.78,2.82,2.69,3.26
97644,1.99,3.8,3.01,3.16,2.06
97653,3.01,2.9,2.27,2.18,3.47
97700,2.76,3.09,3.36,2.93,3.18
97726,3.22,2.4,3.58,3.14,3.65
97745,2.16,3.4,2.35,2.57,2.55
97761,2.41,3.39,3.06,3.09,2.6
97762,3.39,2.17,2.92,2.7,3.74
97768,3.1,2.82,3.3,3.16,3.17
97781,3.12,2.7,3.5,3.22,3.32
97782,3.29,2.91,3.02,2.98,3.11
97783,4.24,1.61,1.0,1.72,4.01
97818,2.21,2.53,5.0,5.0,2.19
97856,3.24,3.14,3.0,3.18,2.82
97879,2.83,2.92,2.95,2.73,3.17
97926,2.67,2.69,2.64,2.5,3.27
97927,2.9,2.69,3.17,2.56,3.61
98009,2.94,3.75,3.75,4.14,2.05
98047,3.49,2.68,2.77,3.03,3.22
98054,2.83,2.0,3.22,1.82,4.74
98086,2.52,3.14,3.33,3.17,2.84
98100,3.26,2.78,2.47,2.73,3.06
98101,3.16,3.18,2.97,3.4,2.55
98115,3.07,2.15,2.44,1.67,4.24
98131,2.65,3.32,3.43,3.34,2.63
98136,2.99,3.1,3.27,3.22,2.93
98147,3.25,2.29,2.33,2.13,3.81
98155,2.58,3.69,3.7,3.22,2.79
98175,2.9,2.67,2.77,2.32,3.63
98192,2.5,3.48,3.86,3.71,2.48
98205,3.77,2.12,1.8,2.06,3.74
98239,3.19,3.8,3.29,3.75,2.17
98246,3.18,2.6,4.06,3.18,3.78
98271,2.67,3.21,2.98,2.79,2.94
98289,2.48,2.68,4.22,3.34,3.44
98296,3.21,2.88,3.43,3.12,3.27
98331,3.94,4.22,2.74,3.15,2.61
98413,4.56,2.85,2.9,3.6,2.94
98442,3.04,3.19,2.88,3.05,2.81
98448,2.59,3.83,3.67,3.53,2.46
98474,2.56,3.43,2.58,3.42,2.07
98479,3.29,2.17,2.62,2.07,4.28
98493,3.89,2.42,2.94,2.74,3.79
98531,2.69,3.05,2.7,2.76,2.88
98538,4.02,2.94,1.82,2.78,2.8
98582,3.59,2.94,3.3,3.25,3.15
98595,1.33,4.28,4.25,4.41,1.23
98605,2.9,2.62,2.71,2.63,3.26
98711,3.39,2.92,2.94,2.9,3.22
98718,2.0,5.0,4.32,5.0,1.0
98731,1.22,4.23,2.33,2.54,1.8
98738,2.17,2.55,2.49,2.02,3.55
98763,2.47,3.71,2.98,3.1,2.37
98795,2.42,3.17,3.16,2.73,3.12
98796,2.04,3.31,3.53,2.97,2.91
98803,4.04,2.72,2.72,3.4,2.99
98828,4.55,1.0,1.0,1.0,5.0
98847,3.23,2.53,2.79,2.51,3.51
98870,3.59,3.0,2.27,2.61,3.02
98967,3.32,2.83,2.89,3.14,2.95
98983,3.55,1.93,2.0,1.74,4.16
99015,3.1,2.89,3.03,2.92,3.18
99031,2.88,2.69,2.93,2.73,3.3
99055,2.59,3.23,2.99,2.94,2.85
99063,1.24,3.89,3.28,3.23,1.94
99066,2.56,4.13,3.52,3.7,1.93
99071,2.6,3.47,3.21,3.61,2.15
99083,2.53,3.12,3.64,3.22,2.99
99088,3.05,2.6,2.83,2.76,3.35
99100,2.96,2.8,3.69,3.31,3.22
99104,3.44,3.11,3.35,2.8,3.78
99141,3.65,4.02,3.22,4.1,1.96
99143,2.21,4.3,4.48,4.28,1.97
99156,2.96,2.78,3.37,2.79,3.59
99212,2.97,3.18,3.27,2.94,3.15
99217,4.04,1.93,2.12,2.54,3.67
99224,3.1,2.96,3.06,3.2,2.95
99226,3.07,3.77,3.6,3.81,2.31
99239,1.68,4.42,4.27,4.05,1.62
99244,2.25,3.95,3.38,3.55,1.93
99251,2.9,3.5,2.69,3.16,2.39
99269,3.95,2.14,2.65,3.12,3.33
99276,3.24,2.53,2.56,2.1,3.91
99305,1.79,4.21,4.61,4.57,1.6
99312,3.29,2.6,2.95,2.54,3.77
99407,3.5,2.32,2.24,2.39,3.61
99426,3.65,2.93,2.36,2.64,3.25
99471,2.2,4.17,3.58,3.78,1.74
99472,2.64,3.17,3.81,3.16,3.27
99498,2.53,3.74,3.5,3.38,2.45
99504,1.55,4.4,4.27,4.18,1.63
99518,3.22,2.79,2.41,2.57,3.27
99546,2.86,3.22,3.29,3.38,2.78
99570,3.21,2.43,3.15,2.9,3.49
99637,2.63,3.27,2.41,2.64,2.78
99655,3.39,3.03,2.6,2.74,3.08
99667,2.68,4.05,3.27,3.34,2.3
99688,3.47,2.81,3.07,3.13,3.12
99693,3.4,2.06,2.55,2.4,3.89
99704,2.69,2.72,5.0,4.03,3.48
99708,3.15,2.87,2.83,2.84,3.12
99709,2.6,4.24,3.85,3.76,2.12
99740,3.14,3.72,3.04,3.75,2.06
99747,3.37,3.03,3.15,3.38,2.94
99748,2.11,3.85,2.79,2.92,2.26
99749,3.06,3.38,3.83,3.62,2.82
99756,4.01,2.02,3.21,2.35,4.5
99790,2.61,3.86,3.43,3.79,2.12
99798,3.51,2.91,2.5,2.92,2.9
99814,3.93,2.0,1.95,1.96,3.92
99826,4.09,2.51,2.42,3.37,3.0
99852,3.28,2.32,2.91,2.52,3.77
99872,3.22,2.84,2.77,2.79,3.17
99895,2.71,2.94,2.91,3.11,2.69
99914,2.32,2.93,3.54,2.89,3.29
99918,2.27,3.68,2.68,2.53,2.76
99932,3.64,2.58,2.05,2.37,3.35
99960,2.34,3.67,4.21,3.72,2.73
99967,2.52,2.93,2.88,2.58,3.27
99984,3.55,2.65,2.48,3.02,3.04
99997,2.38,4.02,4.81,4.44,2.19
100000,4.13,2.45,2.44,2.83,3.48
100009,3.21,2.62,2.64,2.48,3.46
100032,3.01,2.89,2.6,2.45,3.3
100038,3.22,2.95,2.65,3.21,2.73
100072,3.06,3.25,3.49,3.4,2.82
100084,2.74,3.09,3.07,2.93,2.97
100114,2.9,2.92,2.61,2.7,3.01
100132,1.68,4.43,4.21,4.06,1.91
100134,2.7,3.09,3.11,2.92,3.04
100145,2.3,4.3,4.89,4.51,1.9
100158,3.84,2.58,2.62,3.08,3.2
100165,2.65,2.53,3.05,2.5,3.49
100174,4.3,2.32,1.71,2.18,3.64
100225,3.34,2.85,2.5,2.84,3.04
100291,3.43,2.57,2.75,2.96,3.15
100303,2.48,3.62,3.71,3.58,2.47
100352,3.23,3.05,2.79,3.2,2.64
100408,3.45,2.95,2.84,3.07,3.05
100450,3.21,2.37,2.03,2.21,3.53
100455,3.42,2.64,2.54,2.65,3.34
100464,2.7,3.25,2.84,3.08,2.64
100508,2.58,3.55,2.88,3.19,2.29
100513,3.47,3.01,3.09,3.56,2.67
100519,2.84,3.34,2.38,2.78,2.62
100522,4.26,2.07,1.75,2.18,3.88
100533,4.12,3.26,2.52,3.4,2.8
100538,3.13,2.9,2.34,2.67,2.99
100545,3.77,1.75,2.31,2.09,4.16
100561,3.01,3.18,3.09,3.13,2.86
100565,2.81,2.58,2.92,2.0,4.03
100571,3.0,3.27,2.92,2.89,2.91
100572,3.06,2.98,3.02,3.1,2.99
100586,3.69,2.39,2.2,2.09,3.87
100588,4.1,2.28,2.7,3.07,3.57
100589,1.82,2.8,3.88,2.53,3.91
100596,3.34,3.21,2.42,2.99,2.7
100623,3.01,2.95,3.04,2.91,3.11
100664,2.92,2.89,2.93,2.45,3.52
100729,2.86,3.57,3.55,3.76,2.36
100745,2.37,3.82,4.33,4.02,2.3
100760,2.94,2.69,2.37,2.36,3.32
100771,2.38,3.44,3.46,3.47,2.45
100786,3.19,2.55,2.47,2.43,3.43
100820,2.96,2.92,3.01,3.24,2.8
100826,3.77,2.69,2.32,2.67,3.3
100838,2.23,3.0,3.91,3.0,3.4
100853,4.02,2.16,2.59,3.0,3.55
100874,3.57,2.82,3.46,3.57,3.13
100876,3.52,2.7,2.26,2.5,3.31
100885,4.33,1.0,2.26,1.43,5.0
100924,3.49,2.83,2.48,2.81,3.05
100941,1.48,3.83,2.86,2.66,2.18
100955,2.99,2.96,3.06,3.0,3.06
100968,2.75,3.1,2.34,2.47,2.98
100991,4.1,2.24,2.86,3.01,3.62
100995,2.74,3.99,3.6,3.99,1.9
101004,3.28,3.76,2.84,3.52,2.19
101022,3.14,2.5,2.91,2.83,3.3
101037,2.98,2.87,2.93,2.75,3.22
101058,3.64,1.86,2.13,1.93,4.13
101060,2.98,3.23,2.89,3.21,2.56
101086,3.18,2.78,2.83,2.6,3.43
101112,2.94,3.41,3.35,3.55,2.52
101135,3.29,1.75,1.97,1.81,4.12
101136,2.58,3.34,3.07,3.01,2.79
101175,3.29,3.36,3.07,3.21,2.79
101183,2.33,4.31,4.18,3.59,2.32
101207,2.71,3.21,2.71,2.95,2.68
101265,3.26,3.11,2.65,2.87,3.05
101266,2.78,3.6,2.79,3.4,2.15
101269,3.58,1.48,1.58,1.5,4.26
101274,3.71,1.91,2.68,2.33,4.25
101280,2.94,2.51,2.81,2.37,3.72
101344,3.77,2.43,2.59,2.35,3.86
101350,3.81,2.63,2.92,2.96,3.42
101445,2.99,2.63,2.89,2.34,3.67
101451,2.48,3.09,2.85,2.72,2.98
101461,2.95,3.24,3.17,3.0,2.98
101490,1.68,4.34,4.17,4.05,1.82
101495,2.51,3.14,3.39,3.05,2.94
101498,2.41,4.0,3.43,3.93,1.77
101505,2.69,3.12,3.15,2.93,2.96
101506,2.59,3.49,2.74,2.64,2.94
101518,3.49,2.04,2.58,2.32,3.99
101559,3.91,2.4,2.73,3.0,3.44
101599,1.58,4.09,4.61,4.07,1.95
101633,3.26,3.19,3.36,2.98,3.13
101647,3.76,2.34,2.57,2.7,3.59
101658,3.43,2.58,3.41,3.19,3.46
101674,3.25,2.86,2.5,2.85,2.91
101692,2.54,3.76,3.35,3.45,2.23
101721,1.21,4.05,3.87,3.29,2.12
101743,3.32,3.09,2.51,2.24,3.5
101769,3.25,3.25,2.75,3.04,2.71
101786,2.72,2.77,3.4,2.52,3.74
101801,2.98,3.02,3.9,2.74,3.83
101827,3.45,2.52,3.32,2.86,3.8
101840,2.69,3.06,3.03,2.82,3.05
101890,2.1,4.4,4.25,4.2,1.8
101906,2.97,3.46,3.17,3.47,2.62
101928,3.12,2.77,2.21,2.23,3.37
101952,3.58,2.01,2.33,2.09,3.94
101955,2.43,3.48,3.55,3.03,2.88
102012,2.94,3.15,3.14,3.29,2.78
102020,3.17,3.2,3.26,2.9,3.23
102026,2.44,3.02,2.33,2.03,3.21
102054,5.0,2.76,2.17,2.88,3.5
102117,4.07,2.94,3.46,4.03,2.71
102149,3.04,2.77,3.01,2.97,3.12
102159,2.01,4.42,4.31,4.38,1.69
102176,3.39,2.91,2.74,3.38,2.71
102205,3.25,2.89,2.71,2.95,3.0
102209,2.49,3.75,3.27,3.39,2.32
102242,1.61,4.5,4.37,4.37,1.46
102275,2.59,2.87,3.08,2.98,2.91
102300,2.63,3.2,3.21,2.92,3.02
102343,4.19,2.4,2.96,3.08,3.71
102368,3.09,2.49,2.89,2.84,3.32
102396,2.99,3.38,3.0,3.55,2.3
102400,1.67,3.74,4.52,3.87,2.39
102415,2.68,3.05,3.05,2.9,2.99
102446,3.01,4.16,3.37,3.71,2.15
102465,3.07,3.72,3.44,3.82,2.32
102494,1.35,4.41,4.58,4.59,1.43
102501,2.82,4.57,4.39,4.52,1.97
102529,1.99,4.74,4.37,4.23,1.46
102536,2.72,3.37,3.15,3.17,2.77
102537,2.97,3.05,2.62,2.72,2.99
102540,3.56,2.49,2.3,2.62,3.39
102543,4.45,1.2,1.39,1.27,4.8
102544,3.37,1.86,2.28,2.18,3.98
102575,3.34,2.52,2.51,2.36,3.68
102579,3.24,3.44,3.24,3.36,2.63
102584,2.21,3.31,4.43,3.7,3.12
102589,2.46,3.09,3.19,2.84,3.1
102685,4.03,2.24,3.04,3.17,3.55
102687,3.43,1.94,3.5,2.32,4.62
102693,2.63,3.35,2.7,2.8,2.65
102704,1.92,3.16,3.17,2.58,3.06
102705,2.07,3.57,3.45,3.56,2.25
102717,2.44,4.12,3.62,3.92,1.83
102762,2.47,4.71,4.8,4.98,1.39
102813,3.72,2.6,2.26,2.71,3.21
102856,3.18,2.87,2.71,2.42,3.52
102867,3.23,2.27,1.9,2.66,3.19
102873,3.07,2.68,2.61,2.28,3.73
102882,1.93,3.59,3.71,3.23,2.66
102893,3.48,2.42,2.76,2.91,3.39
102933,3.03,3.0,3.28,3.46,2.78
102953,2.71,3.52,3.14,3.5,2.23
102964,2.97,3.06,3.2,3.39,2.81
102986,4.12,2.47,2.59,2.66,3.78
102991,3.91,2.58,2.51,3.11,3.2
103016,2.82,3.23,3.52,3.81,2.53
103027,3.0,2.67,3.42,2.84,3.58
103041,4.58,2.01,1.84,1.87,4.28
103054,3.6,2.55,2.68,3.22,3.0
103058,2.79,2.94,2.96,3.01,2.9
103059,3.5,2.77,2.61,2.83,3.08
103069,2.78,3.59,3.0,3.48,2.17
103082,2.52,3.16,3.54,3.3,2.78
103090,2.33,4.37,4.6,4.75,1.77
103153,2.32,3.2,3.07,2.98,2.71
103174,2.96,2.73,2.53,2.5,3.26
103198,3.11,3.09,4.45,3.7,3.21
103240,3.01,2.6,3.23,2.81,3.52
103281,3.95,3.14,2.38,3.56,2.44
103290,3.61,2.04,2.49,2.23,4.04
103294,2.79,3.29,3.25,3.08,2.92
103301,3.98,2.84,3.82,4.13,2.87
103315,2.56,3.41,3.19,3.23,2.59
103374,4.07,1.91,3.15,2.74,4.26
103421,2.9,3.28,3.22,3.54,2.38
103497,1.78,4.44,4.16,4.06,1.87
103546,2.95,2.54,2.96,2.66,3.49
103554,2.45,3.99,4.02,4.09,2.02
103595,3.64,3.32,3.13,4.2,2.15
103597,3.2,3.31,3.17,3.6,2.45
103599,3.38,2.78,3.15,3.54,2.81
103653,1.87,2.81,3.24,2.65,3.18
103655,3.18,2.93,3.56,3.63,2.75
103656,3.08,2.75,2.91,2.85,3.26
103686,2.9,3.36,3.72,3.29,2.98
103688,2.87,3.16,3.22,2.96,3.0
103698,4.42,1.37,1.0,1.1,4.53
103728,2.99,3.63,3.06,3.25,2.49
103730,3.08,3.41,3.05,3.44,2.52
103739,2.67,2.97,2.79,2.55,3.21
103761,2.83,2.82,3.11,2.82,3.28
103772,3.11,2.73,3.35,2.92,3.49
103776,4.06,2.92,3.0,3.78,2.67
103795,2.6,3.45,3.61,3.5,2.58
103811,2.59,2.93,2.82,2.63,3.09
103852,2.25,4.77,4.01,4.2,1.41
103886,3.79,2.57,2.72,2.83,3.44
103888,3.35,2.93,2.84,3.06,2.9
103938,2.47,3.21,3.42,3.08,2.97
103953,3.41,2.6,2.34,2.43,3.44
103989,2.7,2.99,3.38,3.19,3.03
103993,3.73,4.57,4.47,4.91,1.9
104046,3.23,3.25,2.49,2.55,3.16
104052,4.21,2.31,4.1,4.12,3.43
104053,2.78,3.32,3.24,3.23,2.76
104072,3.69,2.47,3.18,3.11,3.62
104077,4.09,2.49,3.6,3.83,3.15
104103,2.47,2.88,2.95,2.73,3.02
104105,3.19,2.4,2.21,2.22,3.66
104108,4.1,3.12,2.87,3.6,2.61
104138,3.13,3.05,2.97,3.19,2.82
104158,3.62,2.42,2.51,2.49,3.67
104164,3.7,3.41,2.64,3.07,2.89
104177,3.9,2.6,3.11,3.31,3.36
104194,2.25,3.73,4.52,3.89,2.61
104202,3.32,2.7,2.99,2.94,3.37
104206,3.13,1.96,1.91,1.57,4.12
104207,2.36,3.18,3.01,2.81,2.91
104262,2.61,2.55,2.64,2.26,3.54
104277,3.24,3.43,3.85,4.31,2.24
104280,2.95,2.87,2.7,2.78,3.05
104311,2.74,3.38,2.57,2.66,2.79
104335,2.94,3.06,3.17,3.22,2.89
104369,3.46,2.56,3.07,3.19,3.13
104409,3.14,2.67,3.41,2.88,3.63
104411,3.06,2.87,2.74,2.66,3.15
104423,4.26,2.09,2.54,3.22,3.31
104443,3.21,3.69,3.31,3.75,2.19
104448,3.32,1.81,2.67,2.24,4.18
104490,3.13,3.11,2.81,3.14,2.76
104492,3.87,2.6,2.51,2.67,3.57
104579,2.42,2.88,2.32,2.2,2.95
104595,3.03,2.77,2.53,2.72,3.01
104602,1.94,3.6,2.53,2.46,2.57
104648,2.82,3.36,3.8,3.92,2.58
104657,4.34,1.92,2.7,3.19,3.49
104663,3.61,2.24,2.23,2.36,3.7
104671,4.18,2.33,2.0,2.27,3.81
104697,2.49,2.73,2.91,2.81,3.0
104712,1.09,4.64,4.46,4.67,1.11
104720,2.91,2.18,2.61,2.23,3.78
104729,3.32,2.94,2.92,3.07,3.0
104737,2.69,2.5,2.83,2.33,3.6
104745,3.39,3.06,2.86,3.43,2.59
104756,2.93,3.35,3.08,3.53,2.36
104774,2.78,3.93,3.15,3.69,2.1
104793,3.73,2.71,2.51,3.14,3.06
104797,2.51,4.67,4.81,5.0,1.34
104803,3.16,3.45,3.64,3.5,2.75
104807,1.73,3.68,3.71,3.96,1.81
104815,2.8,2.75,2.76,2.64,3.22
104829,2.83,2.84,2.56,2.69,3.19
104849,3.59,2.9,1.78,2.45,3.01
104908,2.18,4.43,3.43,3.92,1.51
104946,2.6,2.58,2.68,2.29,3.49
104951,2.49,3.33,3.26,3.31,2.5
105001,3.23,3.96,3.43,4.52,1.6
105007,2.93,2.69,2.83,2.66,3.36
105030,3.12,2.58,2.54,2.44,3.48
105035,1.61,3.04,2.8,2.78,2.48
105057,2.09,4.08,4.06,3.23,2.67
105070,2.66,3.25,3.62,3.26,2.85
105095,3.03,2.89,2.77,2.82,3.08
105099,3.33,2.28,1.83,1.84,3.79
105110,2.6,2.66,2.49,2.04,3.59
105117,3.08,3.09,2.78,3.36,2.45
105146,3.97,2.13,2.01,2.38,3.59
105170,1.7,3.49,3.82,2.99,3.04
105179,3.18,2.93,3.07,2.99,3.15
105192,3.94,1.85,2.16,2.33,4.13
105198,2.59,2.55,2.6,2.43,3.15
105209,4.75,1.82,2.88,2.85,4.0
105217,3.16,2.87,3.15,2.88,3.35
105222,3.59,3.0,2.83,3.35,2.83
105225,4.23,1.52,1.85,1.89,4.35
105234,3.95,1.74,1.96,1.8,4.38
105262,3.01,2.91,2.45,2.89,2.81
105273,3.48,2.94,2.72,2.95,3.12
105282,3.46,2.71,2.85,3.3,2.9
105300,2.06,3.26,2.84,2.8,2.59
105318,2.78,2.91,3.35,2.96,3.27
105325,2.8,1.98,2.72,1.81,4.32
105334,3.87,2.49,2.59,3.17,3.09
105345,2.58,3.4,3.56,3.48,2.62
105349,3.33,2.66,2.57,2.74,3.25
105361,3.58,2.39,2.4,2.57,3.39
105366,4.61,1.19,1.0,1.64,4.21
105368,3.18,2.55,2.69,2.59,3.4
105434,2.22,4.29,4.51,4.35,1.83
105450,2.94,2.88,2.51,2.34,3.5
105454,2.9,2.62,3.04,2.47,3.88
105472,3.67,2.37,2.3,2.65,3.48
105481,3.23,3.88,4.04,3.69,2.88
105490,3.02,3.05,2.94,3.23,2.76
105499,3.11,2.93,3.12,3.07,3.07
105507,3.25,2.83,2.74,2.69,3.28
105512,3.58,1.97,2.42,2.5,3.72
105535,1.94,3.36,2.74,2.41,2.85
105564,4.06,2.7,2.26,3.21,2.91
105567,3.92,2.11,1.72,2.2,3.66
105631,3.52,2.8,2.96,2.86,3.39
105662,3.0,2.86,2.85,2.92,3.03
105688,3.01,3.0,3.05,3.13,2.94
105747,4.12,1.54,1.76,1.98,4.08
